product_id,vendor_id,product_name,category,official_url,status,regions_json,languages_json,platforms_json,target_personas_json,use_cases_json,critical_limitations_json,official_source_id,last_verified_at,next_check_at,evidence_confidence,record_version,change_request_id,valid_from,valid_to,reviewer,notes

