item_id,record_version,item_type,event_cookie_storage_or_processor,name_or_identifier,system_or_environment,purpose,data_fields_or_categories_json,identifier_type,anonymization_evidence_reference,contains_google_prohibited_pii,contains_personal_data,contains_sensitive_data,data_subjects_or_markets_json,collection_trigger,first_or_third_party,recipients_or_processors_json,processor_contract_or_dpa_reference,storage_class,storage_location,cross_border_transfer,transfer_safeguard_reference,legal_basis_review_reference,consent_required_or_exception,consent_mode_basic_advanced_or_none,pre_consent_behavior,denied_behavior,revoked_behavior,consent_test_evidence_reference,retention_period,retention_start_trigger,deletion_method,user_rights_process,security_controls_json,valid_from,valid_until,validity_status,open_change_request_ids_json,owner,status,last_reviewed_at,next_review_at,notes

