evidence_id,observed_at,retrieved_at,source_type,source_title,source_url,source_owner,segment,jtbd_or_context,verbatim_excerpt_short,paraphrased_need,pain_cluster,intent,current_workaround,evidence_supports_or_refutes,confidence_a_b_c,rights_or_tos_note,reviewer,notes

