payout_snapshot_id,network,program_id,payout_id_or_all,payout_period_start,payout_period_end,as_of_at,timezone,payout_due_cutoff,grace_days_or_mixed,grace_policy_reference,revenue_reconciliation_status,monetization_test_plan_reference,payout_count,final_commission_gross_due,statement_gross_amount,statement_fee_amount,statement_net_amount,allocated_gross_amount,allocated_fee_amount,allocated_net_amount,expected_net_after_known_fees,received_net_amount,reporting_currency,gross_payout_coverage,net_cash_realization,materiality_absolute,materiality_percent,materiality_rule_version,gross_reconciliation_difference_amount,gross_reconciliation_difference_rate,gross_materiality_threshold_amount,is_gross_material_exception,net_reconciliation_difference_amount,net_reconciliation_difference_rate,net_materiality_threshold_amount,is_net_material_exception,overdue_payout_count,max_overdue_days,unmatched_payout_lines,qualified_sessions_in_allocated_cohort,allocated_nonembedded_cash_outflow_cost,paid_rpv,cash_contribution,cash_profit_per_1000_qualified_sessions,current_view_definition_version,kpi_definition_version,qualified_session_source_reference,commission_transition_references_json,payout_references_json,payment_evidence_references_json,payout_allocation_references_json,cost_allocation_references_json,data_status,reviewer,notes

