payout_id,payout_record_version,payout_recorded_at,supersedes_record_version,network,program_id,payout_statement_reference,payout_period_start,payout_period_end,payout_due_at,grace_days,payout_sent_at,payout_received_at,statement_gross_amount,statement_fee_amount,statement_net_amount,expected_net_after_known_fees,expected_net_basis,statement_currency,statement_fx_rate_to_reporting,statement_fx_source_and_date,received_net_amount,received_currency,received_fx_rate_to_reporting,received_fx_source_and_date,reporting_currency,payment_evidence_reference,materiality_absolute,materiality_currency,materiality_percent,materiality_rule_version,reconciliation_status,exception_owner,closed_at,closed_by,notes

