cost_allocation_id,cost_entry_id,recorded_at,incurred_at,period_start,period_end,cost_class,cost_category,cost_scope,vendor_or_activity,description,one_time_or_recurring,cash_amount,currency,cash_reporting_amount,reporting_currency,fx_rate,fx_source_and_date,hours,imputed_hourly_rate,imputed_labor_cost_reporting,cash_treatment,program_id,product_id,page_id,experiment_id,job_run_id,allocation_basis,allocation_set_version,allocation_fraction,allocated_economic_cash_cost_reporting,allocated_nonembedded_cash_outflow_cost_reporting,allocated_labor_cost_reporting,setup_amortization_policy,supersedes_cost_allocation_id,approved_budget_reference,approved_by,renewal_or_cancel_date,receipt_or_evidence_reference,notes

