release_id,data_version,created_at,release_status,input_schema_version,data_schema_version,scoring_version,stack_rules_version,link_registry_version,public_build_version,page_version,products_file,plans_file,feature_evidence_file,source_evidence_file,source_registry_file,program_registry_file,link_registry_file,scoring_rules_file,stack_rules_file,golden_tests_file,public_json_file,product_count,plan_count,evidence_count,critical_field_count,critical_fields_verified_current,critical_freshness_coverage,noncritical_field_count,noncritical_fields_within_sla,noncritical_freshness_coverage,critical_conflict_count,critical_unknown_count,golden_tests_total,golden_tests_passed,content_hash_or_checksum,source_snapshot_reference,created_by,reviewed_by,approved_at,rollback_data_version,release_notes

