link_id,link_version,offer_id,offer_version,product_id,program_id,merchant,link_type,delivery_mode,source_page_or_placement_scope,approved_domain,approved_channel,program_terms_version,program_evidence_ids_json,affiliate_url_storage_type,affiliate_url_public_value,affiliate_url_secret_reference,affiliate_url_fingerprint,public_href,destination_url,allowed_final_domains_json,redirect_chain_rule,tracking_format,subid_allowed,subid_format,subid_prohibited_data_json,disclosure_required,disclosure_copy_version,link_rel_values_json,link_rel_exception_reason,valid_from,valid_until,effective_at,expires_at,last_health_checked_at,health_check_method,health_status,open_change_request_ids_json,status,fallback_link_id,approved_by,approved_at,next_terms_review_at,risk_notes

