order_event_id,order_id,network,program_id,source_transaction_id,external_order_id,order_line_id,conversion_type,import_batch_id,raw_record_reference,order_occurred_at,order_reported_at,status_effective_at,imported_at,original_network_status,canonical_order_status,status_mapping_version,order_amount,order_currency,order_amount_semantics,partner_click_or_subid,outbound_click_id,network_click_id,network_accepted_click_at,match_status,match_method,attribution_model,attribution_window_end,reporting_maturity_at,is_internal_or_test,reversal_or_adjustment_reason,supersedes_order_event_id,reconciliation_status,exception_owner,notes

