commission_transition_id,commission_id,order_id,order_line_id,network,program_id,source_transaction_id,import_batch_id,raw_record_reference,original_network_status,from_canonical_status,to_canonical_status,status_mapping_version,commission_type,recurrence_sequence,commission_amount,commission_currency,amount_semantics,normalized_signed_delta_amount,status_effective_at,status_reported_at,imported_at,validation_maturity_at,finalization_maturity_at,expected_payout_at,reversal_of_transition_id,supersedes_transition_id,reason,is_internal_or_test,review_status,reviewer,notes

