mapping_id,mapping_version,network,program_id,entity_type,original_status,original_status_normalized,canonical_status,status_precedence,is_terminal,is_valid_order,is_final_commission,is_reversal,is_payment_state,allowed_previous_canonical_statuses_json,status_effective_timestamp_rule,amount_semantics,recurring_classification_rule,attribution_window_days,reporting_delay_days,validation_days,finalization_days,payout_schedule_rule,payout_grace_days,reporting_timezone,maturity_rule,source_url,terms_version,checked_at,effective_from,effective_to,approved_by,status,notes

