cohort_snapshot_id,network,program_id,product_id_or_all,page_id_or_all,conversion_type_or_all,commission_type_or_all,attribution_model,click_cohort_start,click_cohort_end,as_of_at,timezone,revenue_reconciliation_status,monetization_test_plan_reference,qualified_sessions_in_source_cohort,attribution_maturity_at,validation_maturity_at,finalization_maturity_at,cohort_status,eligible_matured_router_affiliate_clicks,direct_link_affiliate_clicks,total_affiliate_clicks,network_accepted_clicks,matured_network_accepted_clicks,matured_accepted_clicks_with_attributed_order,attributed_order_lines,valid_order_lines,rejected_order_lines,resolved_order_lines,eligible_valid_order_lines,finalized_eligible_order_lines,imported_conversions,exact_matched_conversions,unmatched_conversions,ordered_commission_amount,valid_provisional_commission_amount,gross_finalized_commission_amount,reversed_or_clawback_amount,net_final_commission_amount,reporting_currency,allocated_economic_cash_cost,imputed_labor_cost,click_conversion_rate,attributed_order_lines_per_matured_click,order_to_valid_rate,rejection_rate,valid_to_final_rate,average_net_final_commission_per_finalized_line,commission_retention_rate,final_epc_router,final_epc_network,final_rpv,economic_contribution,economic_profit_per_1000_qualified_sessions,attribution_match_rate,unmatched_conversion_rate,current_view_definition_version,kpi_definition_version,qualified_session_source_reference,event_click_log_references_json,network_click_source_references_json,order_import_batch_references_json,commission_transition_references_json,cost_allocation_references_json,data_status,reviewer,notes

