source_id,record_version,source_name,owner_or_publisher,source_type,url_or_api,terms_url,terms_version,terms_effective_at,terms_valid_until,last_terms_checked_at,terms_change_notice_channel,license_url,license_version,robots_url,robots_user_agent,robots_target_scope,robots_last_fetched_at,robots_http_status,robots_rules_hash,robots_cache_expires_at,robots_decision,robots_error_policy,access_method,login_required,automation_allowed,commercial_reuse_allowed,approved_fields_json,prohibited_uses_json,rate_limit,cache_rule,attribution_rule,raw_snapshot_allowed,storage_class,storage_location_reference,retention_period,deletion_method,source_tier,refresh_sla_days,last_data_checked_at,next_check_at,valid_from,valid_until,validity_status,open_change_request_ids_json,kill_switch_reference,status,approved_by,approved_at,risk_notes

