allocation_id,recorded_at,allocation_action,reversal_of_allocation_id,payout_id,payout_record_version,commission_id,final_transition_id,program_id,allocation_method,allocation_source_reference,final_due_gross_amount,allocated_gross_signed_amount,allocated_fee_signed_amount,allocated_net_signed_amount,allocation_currency,fx_rate_to_reporting,fx_source_and_date,reporting_currency,match_status,adjustment_reference,approved_by,approved_at,notes

