event_id,event_name,event_version,occurred_at,received_at,journey_id,pseudonymous_session_id,recommendation_run_id,page_id,page_version,data_version,scoring_version,event_parameters_json,schema_validation_status,product_id,program_id,link_id,link_version,link_status_at_click,offer_id,offer_version,link_type,delivery_mode,affiliate_click_derived_at_ingest,affiliate_derivation_rule_version,outbound_click_id,placement,destination_domain,consent_state,is_internal_or_test,experiment_id,variant,request_id,idempotency_key,dedup_status_at_ingest,source_system,raw_event_reference,privacy_classification,retention_or_deletion_policy_reference,notes

