activity_snapshot_id,period_start,period_end,as_of_at,timezone,market,page_id_or_all,event_name_or_all,event_version_or_all,revenue_reconciliation_status,monetization_test_plan_reference,qualified_sessions,search_impressions,search_clicks,unique_utility_start_sessions,unique_utility_complete_sessions,completed_recommendation_runs,no_result_completed_runs,result_viewing_sessions,unique_product_outbound_click_sessions,distinct_product_outbound_clicks,affiliate_clicks_derived,nonaffiliate_outbound_clicks,synthetic_events_expected,synthetic_events_complete,synthetic_duplicate_events,production_events_sampled,production_events_complete,production_duplicate_events,scheduled_jobs,successful_jobs,failed_critical_jobs,human_interventions,critical_public_fields,critical_public_fields_with_evidence,critical_public_fields_in_sla,affiliate_pages,affiliate_pages_with_disclosure,affiliate_anchors,affiliate_anchors_with_approved_qualifying_rel,utility_start_rate,utility_completion_rate,no_result_rate,result_to_outbound_click_rate,synthetic_event_completeness_rate,synthetic_event_duplicate_rate,production_event_completeness_rate,production_event_duplicate_rate,job_success_rate,evidence_coverage,freshness_coverage,disclosure_coverage,paid_link_rel_coverage,kpi_definition_version,search_console_source_reference,analytics_source_reference,event_log_batch_reference,job_log_reference,data_status,reviewer,notes

