event_name,event_version,business_question,exact_trigger,trigger_once_rule,event_grain,event_id_rule,journey_id_rule,pseudonymous_session_id_rule,recommendation_run_id_rule,outbound_click_id_rule,deduplication_key,required_parameters_json,optional_parameters_json,parameter_types_json,derived_metric_rules_json,prohibited_data_json,contains_personal_data,purpose,consent_state_behavior,retention,analytics_destination,server_log_destination,late_event_policy,test_or_internal_flag_rule,owner,qa_method,synthetic_expected_count,synthetic_pass_threshold,production_sample_unit,production_sampling_rule,production_min_sample,status,approved_by,approved_at,next_review_at,notes

