evidence_id,record_version,source_id,evidence_type,entity_type,entity_id,field_or_claim_key,locale_or_region,source_url,source_version_or_snapshot_reference,retrieved_at,checked_at,checked_by,verbatim_excerpt_short,paraphrased_evidence,normalized_value,value_type,currency_or_unit,effective_at,valid_from,valid_until,next_check_at,confidence_a_b_c,verification_status,rights_or_tos_scope,storage_class,storage_location_reference,retention_period,content_hash,supersedes_evidence_id,open_change_request_ids_json,approved_by,approved_at,notes

