recommendation_run_id,record_grain,journey_id,run_sequence_in_journey,started_at,completed_at,run_status,pseudonymous_session_id_or_test_id,is_internal_or_test,consent_state,privacy_notice_version,lawful_basis_or_consent_reference,privacy_classification,contains_personal_data,input_storage_mode,input_fields_retained_json,deletion_due_at,market,currency,monthly_budget,billing_preference,max_upfront_payment,team_size,must_have_needs_json,nice_to_have_needs_json,tools_already_owned_json,input_schema_version,input_snapshot_reference_or_hash,data_version,scoring_version,explanation_template_version,model_or_prompt_version_if_used,eligible_candidate_count,eligible_candidate_ids_json,rejected_ids_and_exact_reasons_json,component_scores_reference,best_fit_product_or_stack_json,cheapest_product_or_stack_json,alternative_product_or_stack_json,actual_charge_total,monthly_equivalent_total,assumptions_json,limitations_json,evidence_completeness,evidence_freshness,evidence_source_authority,evidence_consistency,evidence_confidence,no_result_or_warning,page_id,page_version,output_snapshot_hash,retention_or_deletion_policy_reference,review_status,reviewer,notes

