program_id,record_version,merchant,network,official_program_url,network_agreement_url,network_agreement_version,vendor_channel_agreement_url,vendor_channel_agreement_version,program_policy_urls_json,agreement_order_of_precedence_json,terms_effective_at,terms_last_modified_at,terms_valid_from,terms_valid_until,terms_checked_at,terms_accepted_at,terms_accepted_by,acceptance_evidence_reference,change_notice_channel,approved_properties_or_domains_json,property_approval_status,property_approval_evidence_ids_json,approved_channels_json,channel_permission_evidence_ids_json,publisher_countries_json,target_countries_json,program_account_status,validity_status,commission_summary,attribution_summary,payout_summary,allowed_link_types_json,allowed_delivery_modes_json,redirect_or_cloaking_rule,subid_or_utm_rule,cookie_pixel_consent_obligations,postback_data_rule,privacy_data_processing_obligations,records_audit_notice_obligations,disclosure_requirement,asset_rights_summary,source_evidence_ids_json,open_change_request_ids_json,next_terms_review_at,storage_class,owner,approved_by,approved_at,status,risk_notes

